Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"SO.SU.MAR","387020522","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LES CHAMPS 490 2 ROUTE D'ALES 07200 SAINT-ETIENNE-DE-FONTBELLON","07200","07","84","31","3","2024",96800413
"CORYS (CORYS)","413851924","","62.02A","Information and communication","Information Technology and Services","44 RUE DES BERGES 38000 GRENOBLE","38000","38","84","31","2","2024",39655980
"UBISOFT ANNECY","408641090","","59.12Z","Information and communication","Communication: Media and Publishing","TOUR GALBERT 6 RUE ANDRE FUMEX 74000 ANNECY","74000","74","84","32","5","2024",32877017
"FRESENIUS VIAL","408720282","","32.50A","Manufacturing","Manufacturing: Furniture and Other","LE GRAND CHEMIN 38590 BREZINS","38590","38","84","32","7","2024",155238022
"TRIXELL","411195043","","26.60Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI CENTRE ALP 460 RUE DU POMMARIN 38430 MOIRANS","38430","38","84","32","1","2024",140052165
"NEWLOG","433681236","","52.10B","Transportation and storage","Transportation and Storage","ZAC CHESNES NORD 22 RUE DES GARINNES 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","31","2","2024",33473165
"KROHNE","436380133","","26.51B","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2 ALLEE DES ORS 26100 ROMANS-SUR-ISERE","26100","26","84","31","1","2024",61813220
"BARTEL","437080948","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","60 ROUTE DE SAINT UZE 26240 SAINT-BARTHELEMY-DE-VALS","26240","26","84","31","4","2023",67631921
"FG MANUFACTURE","437573082","","32.12Z","Manufacturing","Manufacturing: Furniture and Other","34 RUE DE VERDUN 69100 VILLEURBANNE","69100","69","84","32","4","2024",57227754
"FDH CHAMONIX","820234011","","55.10Z","Accommodation and food service activities","Accommodation and Food Services","823 ALLEE RECTEUR PAYOT 74400 CHAMONIX-MONT-BLANC","74400","74","84","31","2","2024",24258023
"ARAYMOND FLUID CONNECTION FRANCE","824652341","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZONE D'ACTIVITES TECHNISUD 123 RUE HILAIRE DE CHARDONNET 38100 GRENOBLE","38100","38","84","32","2","2024",81141402
"WAVIN FRANCE","837150424","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","ZI LA FEUILLOUSE ROUTE DE CRECHY 03150 VARENNES-SUR-ALLIER","03150","03","84","31","12","2021",99935316
"GREENALP","833619109","","35.13Z","Electricity, gas, steam and air conditioning supply","Electricity, Gas, Steam and Air Conditioning","49 RUE FELIX ESCLANGON 38000 GRENOBLE","38000","38","84","31","1","2024",72166000
"KEOLIS CHAMBERY","833908528","","49.31Z","Transportation and storage","Transportation and Storage","18 AVENUE DES CHEVALIERS TIREURS 73000 CHAMBERY","73000","73","84","32","3","2024",28338571
"LR HEALTH & BEAUTY SYSTEMS SAS","529089526","","46.45Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","CITE PARK BAT C 23 AVENUE DE POUMEYROL 69300 CALUIRE-ET-CUIRE","69300","69","84","32","2","2024",24798829
"LES MENUISERIES DU CENTRE","582026282","","31.02Z","Manufacturing","Manufacturing: Furniture and Other","YDES CENTRE AVENUE MARTIAL LAPEYRE 15210 YDES","15210","15","84","31","1","2024",37768084
"CLINIQUE CONVERT","772201489","","86.10Z","Human health and social work activities","Human Health and Social Work","62 AVENUE DE JASSERON 01000 BOURG-EN-BRESSE","01000","01","84","32","1","2024",36944604
"BRESSE DIS","851815464","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","POLE COMMERCIAL CAP EMERAUDE 360 AVENUE CAPITAINE DHONNE 01000 BOURG-EN-BRESSE","01000","01","84","32","1","2024",122807545
"STMICROELECTRONICS (ALPS) SAS","504940925","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","12 RUE JULES HOROWITZ 38000 GRENOBLE","38000","38","84","41","3","2024",67859554
"SOFRADIM PRODUCTION","388924854","","32.50A","Manufacturing","Manufacturing: Furniture and Other","116 AVENUE DE FORMANS 01600 TREVOUX","01600","01","84","32","2","2024",99817761
"SOCIETE D'EXPLOITATION DES REMONTEES MECANIQUES DE MORZINE AVORIAZ","389022419","","49.39C","Transportation and storage","Transportation and Storage","AVORIAZ 98 PL JEAN VUARNET 74110 MORZINE","74110","74","84","32","1","2025",61564236
"SOLYSTIC (SOLYSTIC)","393502463","","33.20C","Manufacturing","Manufacturing: Furniture and Other","450 RUE ROLAND MORENO 26300 ALIXAN","26300","26","84","31","5","2023",64521546
"PAPETERIES DU LEMAN","400333225","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","AMPHION LES BAINS 1080 RUE DES VIGNES ROUGES 74500 PUBLIER","74500","74","84","31","2","2024",111611410
"KEOLIS AUTOCARS PLANCHE","403070154","","49.39A","Transportation and storage","Transportation and Storage","RUE DU CHAMP DU GARET 69400 ARNAS","69400","69","84","32","10","2024",45683178
"INEO RESEAUX HAUTE TENSION (INEO R H T)","409751278","","42.22Z","Construction","Construction","LE PERIPHERIQUE 16 RUE DES BROSSES 69100 VILLEURBANNE","69100","69","84","32","15","2024",70565026
"MSSA","410219042","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","POMBLIERE 73600 SAINT-MARCEL","73600","73","84","32","2","2024",91098959
"MYLAN LABORATORIES SAS","443748157","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","LIEUDIT MAILLARD F ROUTE DE BELLEVILLE 01400 CHATILLON-SUR-CHALARONNE","01400","01","84","32","4","2024",122582727
"FYSOL SAS","910839844","","23.14Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","130 AVENUE DES FOLLAZ 73000 CHAMBERY","73000","73","84","31","2","2024",109171390
"WURTH ELEKTRONIK FRANCE","955505094","","46.52Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","1861 AVENUE HENRI SCHNEIDER 69330 JONAGE","69330","69","84","32","3","2024",84810550
"CONDUCTIX WAMPFLER FRANCE","752765255","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","30 AVENUE BRILLAT-SAVARIN 01300 BELLEY","01300","01","84","31","5","2024",72842940
"KALISTRUT AEROSPACE","538654427","","30.30Z","Manufacturing","Manufacturing: Transport Equipment","1 AV MARC SEGUIN 26240 SAINT VALLIER","26240","26","84","31","2","2023",41971456
"CONDAT SA","713680734","","20.59Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","104 AVENUE FREDERIC MISTRAL 38670 CHASSE-SUR-RHONE","38670","38","84","32","1","2024",249266000
"DANFOSS COMMERCIAL COMPRESSEURS","713780278","","28.13Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI DES COMMUNAUX 490 ROUTE DU POU DU CIEL 01600 REYRIEUX","01600","01","84","32","2","2024",217529000
"ETABLISSEMENTS ANTHOGYR","605620442","","32.50A","Manufacturing","Manufacturing: Furniture and Other","2237 AVENUE ANDRE LASQUIN 74700 SALLANCHES","74700","74","84","32","3","2024",45979811
"ASTRA PLASTIQUE SAS","643780380","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","BOULEVARD NAPOLEON BULLUKIAN 69830 SAINT-GEORGES-DE-RENEINS","69830","69","84","31","1","2025",77612618
"RUMIDIS","791370216","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","LIEUDIT SAVOIROUX BD DE L EUROPE 74150 RUMILLY","74150","74","84","31","2","2024",89003432
"SOC SPORTS ET TOURISME A CHATEL (REMONTEES MECANIQUES DE CHATEL)","795680131","","49.39C","Transportation and storage","Transportation and Storage","1431 ROUTE DE VONNES 74390 CHATEL","74390","74","84","32","2","2024",31612276
"LINAMAR SAINT-CHAMOND","799217393","","25.62B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZAC DES ACIERIES 74 RUE SIBERT 42400 SAINT-CHAMOND","42400","42","84","31","2","2024",53201732
"HOPITAL PRIVE JEAN MERMOZ","778137877","","86.10Z","Human health and social work activities","Human Health and Social Work","55 AVENUE JEAN MERMOZ 69008 LYON","69008","69","84","41","7","2024",83013846
"HENRI RAFFIN","745621037","","10.13A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","PARC D'ACTIVITE DU HERON 256 RTE DES BONS PRES 73110 VALGELON-LA ROCHETTE","73110","73","84","31","8","2024",80160174
"CLINIQUE BELLEDONNE","411127087","","86.10Z","Human health and social work activities","Human Health and Social Work","83 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES","38400","38","84","32","2","2017",41482246
"TOOLSTATION","800716953","","46.74A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","75 COURS ALBERT THOMAS 69003 LYON","69003","69","84","NN","56","2024",20597088
"POLYCLINIQUE LYON NORD","844750679","","86.10Z","Human health and social work activities","Human Health and Social Work","65 RUE DES CONTAMINES 69140 RILLIEUX-LA-PAPE","69140","69","84","31","2","2024",30616627
"FAREVA MIRABEL","889597951","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ROUTE DE MARSAT 63200 RIOM","63200","63","84","32","2","2024",100932557
"REMOTE TECHNOLOGY SERVICES FRANCE","889598462","","70.22Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","27 RUE MAURICE FLANDIN 69003 LYON","69003","69","84","41","2","2024",136552074
"SPL DOMAINES SKIABLES DES SAISIES","879169530","","49.39C","Transportation and storage","Transportation and Storage","LES SAISIES 109 AVENUE DES JEUX OLYMPIQUES 73620 HAUTELUCE","73620","73","84","31","1","2025",24939211
"QUALIPAC AURILLAC","378928808","","22.29A","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","CHEMIN DU BOUSQUET 15000 AURILLAC","15000","15","84","41","2","2024",69756859
"SAGETS","379926025","","49.39C","Transportation and storage","Transportation and Storage","MAISON DES GETS 89 ROUTE DU FRONT DE NEIGE 74260 LES GETS","74260","74","84","32","1","2023",22456363
